0.0046534985	-0.047082048	0.00870853	-0.013070447	0.019250315	-0.0013198584	-0.042076953	-0.15311682	0.081433155	-0.037654374	0.019626193	0.10458319	0.0056118085	-0.050783742	0.011241988	0.16461118
-0.018715695	-0.11199556	-0.016193818	-0.053232107	0.0015190558	0.024164692	-0.071488366	-0.08175824	-0.044751365	-0.078113414	0.035319075	0.10064726	-0.021965338	-0.08147423	0.049210735	0.16559687
0.04127887	0.0054581924	0.0014997292	-0.122875355	-0.016904606	0.042189445	-0.091970585	-0.048915576	-0.04957079	-0.017644241	0.056241482	0.14025335	0.038040616	-0.016927695	0.041721087	0.21485537
-0.011511871	-0.05564791	0.0019563206	-0.058276627	-0.03757699	-0.024800839	-0.06425181	-0.13297306	-0.035805523	-0.043623913	0.07705853	0.13354301	0.059331518	-0.010060389	0.039533682	0.13675486
-0.07612573	-0.029458964	-0.0018117551	-0.12654887	0.0026871024	-0.031201307	-0.0028617205	-0.034926075	0.033199705	-0.020573938	0.06642044	0.0398592	0.07125053	-0.012845786	0.051371053	0.15718676
-0.054930333	-0.034912005	-0.050135974	-0.05598079	-0.05633418	-0.00058900233	-0.12672895	-0.121167995	-0.05092058	-0.04990077	0.008165125	0.12718445	0.0056892326	0.009869609	-0.037938315	0.11270663
-0.02008245	-0.028939174	-0.02037241	-0.0031843737	0.0027626958	0.0360146	-0.04440033	-0.122663595	-0.0208665	-0.12445712	0.088484734	0.0984697	0.0759243	0.020051198	0.04285898	0.18185237
-0.02847446	-0.07695026	-0.019119874	-0.024194162	-0.034505147	-0.03131904	-0.12738374	-0.095739886	0.018355742	-0.0011986309	0.038589407	0.06304349	-0.00481464	-0.085309245	0.07090553	0.109847486
0.034196712	-0.06791095	0.023004107	-0.020080566	-0.023213264	0.027460774	-0.056225415	-0.15327136	-0.032206934	-0.11479288	0.039551686	0.070614174	0.0426998	-0.07676022	-0.014762182	0.11326127
0.05398098	-0.102719106	0.033982866	-0.06293565	0.05316464	0.06142048	-0.0051024966	-0.08285665	-0.013276154	-0.080737144	0.03796273	0.11634496	0.029115597	-0.05651533	0.002605737	0.07423567
0.030698344	-0.083648294	-0.06580784	-0.039119598	0.024299473	0.04598992	-0.07321565	0.021856735	-0.00067394145	-0.042855855	-0.0100705605	0.08563579	0.020203743	-0.096824706	-0.004778695	0.19602099
-0.026308736	-0.07109204	0.010461734	0.009630479	-0.02551115	-0.04327299	-0.047221158	-0.13526538	-0.014393097	-0.12545295	0.014162339	0.114829905	0.05550881	-0.043147918	-0.065077946	0.17872544
0.029946832	-0.06619057	0.015539523	-0.06754505	-0.02854226	0.010709167	-0.09721075	-0.022874974	0.058945403	-0.03527501	0.042005237	0.02315151	-0.0155587755	-0.024184287	0.009109013	0.113026015
-0.0077741696	0.0016074337	-0.10171101	-0.02373662	-0.016613988	-0.002964153	-0.038599126	-0.03645666	0.01055477	-0.09489601	0.08827758	-0.022796853	0.02035887	-0.051706437	-0.05289903	0.11309366
-0.04378044	-0.012010503	-0.0013950755	-0.08546853	0.0039728866	0.06135961	-0.06150342	-0.109373055	0.009579873	-0.08507936	0.029396554	0.09233111	-0.0006390269	-0.01739177	0.066687904	0.11676738
-0.015201806	-0.076366186	0.008661229	0.0078516295	0.03466346	-0.006842375	-0.08163287	-0.038431417	-0.021256585	0.010159619	0.036583133	-0.0022710308	-0.03913383	-0.011319835	-0.028829338	0.082358524
-0.04037749	-0.07704249	0.042245552	-0.032607928	-0.023798132	0.03980764	-0.1147723	-0.10506498	0.02318158	0.01039319	0.15877032	0.11504362	0.04001122	-0.021992179	0.004822936	0.1573983
0.06318526	-0.04061176	0.026778597	0.0568204	-0.020003205	0.054498598	-0.09605102	-0.094007246	0.044161253	-0.08976668	0.027921513	0.0046166214	-0.020966237	-0.02029772	-0.060081404	0.14464417
-0.025261974	-0.016208015	0.04264264	-0.018334359	-0.046914518	0.018489227	0.012288654	-0.06020323	-0.024055842	-0.03755995	-0.0332999	0.06807864	-0.027279174	-0.045202773	-0.04848856	0.09989274
0.07113802	-0.062288463	0.026120344	-0.033061586	-0.047320805	0.065109745	-0.0984021	-0.047358856	-0.046007067	-0.11723716	0.034217123	0.056615174	0.04892446	-0.009497741	-0.06865653	0.07384568
-0.010809127	0.03276717	-0.0004376844	-0.04366213	-0.004678514	-0.024958009	0.00064696657	-0.06484731	-0.037970018	-0.02362835	0.0116737615	0.026030947	0.024814324	-0.09487733	0.023664765	0.1826542
0.054481775	0.08440916	-0.0892835	-0.01998396	-0.021717427	0.04017466	0.11984669	-0.0773993	0.026437646	-0.09498132	0.072242804	-0.015220146	-0.01101721	-0.0838935	-0.013930348	0.12349129
